,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
438,439,nutrisi seimbang itu kunci kecerdasan anak sekolah jangan terjebak polemik simulasi sapi yang nggak utuh informasinya tetap dukung program makan bergizi gratis demi masa depan indonesia yang lebih cerah,gilbhaarg,"['nutrisi', 'seimbang', 'itu', 'kunci', 'kecerdasan', 'anak', 'sekolah', 'jangan', 'terjebak', 'polemik', 'simulasi', 'sapi', 'yang', 'nggak', 'utuh', 'informasinya', 'tetap', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'demi', 'masa', 'depan', 'indonesia', 'yang', 'lebih', 'cerah']",<FreqDist with 28 samples and 29 outcomes>,"['nutrisi', 'seimbang', 'kunci', 'kecerdasan', 'anak', 'sekolah', 'terjebak', 'polemik', 'simulasi', 'sapi', 'nggak', 'utuh', 'informasinya', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'indonesia', 'cerah']","['nutrisi', 'seimbang', 'kunci', 'kecerdasan', 'anak', 'sekolah', 'terjebak', 'polemik', 'simulasi', 'sapi', 'tidak', 'utuh', 'informasinya', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'indonesia', 'cerah']","['nutrisi', 'imbang', 'kunci', 'cerdas', 'anak', 'sekolah', 'jebak', 'polemik', 'simulasi', 'sapi', 'tidak', 'utuh', 'informasi', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'indonesia', 'cerah']"
439,440,tetap kritis tapi jangan kehilangan akal sehat isu sapi ribu itu cuma pengandaian kapasitas logistik saja mari dukung penuh program makan bergizi gratis demi masa depan cerah generasi indonesia,marasilvyy,"['tetap', 'kritis', 'tapi', 'jangan', 'kehilangan', 'akal', 'sehat', 'isu', 'sapi', 'ribu', 'itu', 'cuma', 'pengandaian', 'kapasitas', 'logistik', 'saja', 'mari', 'dukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'demi', 'masa', 'depan', 'cerah', 'generasi', 'indonesia']",<FreqDist with 29 samples and 29 outcomes>,"['kritis', 'kehilangan', 'akal', 'sehat', 'isu', 'sapi', 'ribu', 'pengandaian', 'kapasitas', 'logistik', 'mari', 'dukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'cerah', 'generasi', 'indonesia']","['kritis', 'kehilangan', 'akal', 'sehat', 'isu', 'sapi', 'ribu', 'pengandaian', 'kapasitas', 'logistik', 'mari', 'dukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'cerah', 'generasi', 'indonesia']","['kritis', 'hilang', 'akal', 'sehat', 'isu', 'sapi', 'ribu', 'andai', 'kapasitas', 'logistik', 'mari', 'dukung', 'penuh', 'program', 'makan', 'gizi', 'gratis', 'cerah', 'generasi', 'indonesia']"
440,441,klaim sesat makan bergizi gratis baru simulasi tapi sudah jumawa dunia belajar ke kita faktanya india lewat midday meal scheme sudah beri makan juta anak sejak kita tertinggal dekade jangan jualan nasionalisme sempit unt menutupi manajemen yg belum teruji,Didikjzie,"['klaim', 'sesat', 'makan', 'bergizi', 'gratis', 'baru', 'simulasi', 'tapi', 'sudah', 'jumawa', 'dunia', 'belajar', 'ke', 'kita', 'faktanya', 'india', 'lewat', 'midday', 'meal', 'scheme', 'sudah', 'beri', 'makan', 'juta', 'anak', 'sejak', 'kita', 'tertinggal', 'dekade', 'jangan', 'jualan', 'nasionalisme', 'sempit', 'unt', 'menutupi', 'manajemen', 'yg', 'belum', 'teruji']",<FreqDist with 36 samples and 39 outcomes>,"['klaim', 'sesat', 'makan', 'bergizi', 'gratis', 'simulasi', 'jumawa', 'dunia', 'belajar', 'faktanya', 'india', 'midday', 'meal', 'scheme', 'makan', 'juta', 'anak', 'tertinggal', 'dekade', 'jualan', 'nasionalisme', 'sempit', 'unt', 'menutupi', 'manajemen', 'teruji']","['klaim', 'sesat', 'makan', 'bergizi', 'gratis', 'simulasi', 'jumawa', 'dunia', 'belajar', 'faktanya', 'india', 'midday', 'meal', 'scheme', 'makan', 'juta', 'anak', 'tertinggal', 'dekade', 'jualan', 'nasionalisme', 'sempit', 'unt', 'menutupi', 'manajemen', 'teruji']","['klaim', 'sesat', 'makan', 'gizi', 'gratis', 'simulasi', 'jumawa', 'dunia', 'ajar', 'fakta', 'india', 'midday', 'meal', 'scheme', 'makan', 'juta', 'anak', 'tinggal', 'dekade', 'jual', 'nasionalisme', 'sempit', 'unt', 'tutup', 'manajemen', 'uji']"
441,442,kepala badan gizi nasional bgn dadan hindayana mengklaim program studi gizi kini paling diminati setelah adanya program makan bergizi gratis mbg berapa sih gaji tenaga ahli gizi di program ini ternyata kisarannya mencapai jutaan rupiah per bulan lebih besar jika,officialfgmedia,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana', 'mengklaim', 'program', 'studi', 'gizi', 'kini', 'paling', 'diminati', 'setelah', 'adanya', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berapa', 'sih', 'gaji', 'tenaga', 'ahli', 'gizi', 'di', 'program', 'ini', 'ternyata', 'kisarannya', 'mencapai', 'jutaan', 'rupiah', 'per', 'bulan', 'lebih', 'besar', 'jika']",<FreqDist with 36 samples and 40 outcomes>,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana', 'mengklaim', 'program', 'studi', 'gizi', 'diminati', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'gaji', 'tenaga', 'ahli', 'gizi', 'program', 'kisarannya', 'mencapai', 'jutaan', 'rupiah']","['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana', 'mengklaim', 'program', 'studi', 'gizi', 'diminati', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'gaji', 'tenaga', 'ahli', 'gizi', 'program', 'kisarannya', 'mencapai', 'jutaan', 'rupiah']","['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'klaim', 'program', 'studi', 'gizi', 'mati', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'gaji', 'tenaga', 'ahli', 'gizi', 'program', 'kisar', 'capai', 'juta', 'rupiah']"
442,443,presiden prabowo subianto menargetkan indonesia akan mencapai swasembada energi pada akhir target ini diungkapkan prabowo saat meninjau hasil revitalisasi sekolah dan program makan bergizi gratis mbg di sman cilacap jawa tengah rabu meski begitu,idx_channel,"['presiden', 'prabowo', 'subianto', 'menargetkan', 'indonesia', 'akan', 'mencapai', 'swasembada', 'energi', 'pada', 'akhir', 'target', 'ini', 'diungkapkan', 'prabowo', 'saat', 'meninjau', 'hasil', 'revitalisasi', 'sekolah', 'dan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'di', 'sman', 'cilacap', 'jawa', 'tengah', 'rabu', 'meski', 'begitu']",<FreqDist with 33 samples and 34 outcomes>,"['presiden', 'prabowo', 'subianto', 'menargetkan', 'indonesia', 'mencapai', 'swasembada', 'energi', 'target', 'prabowo', 'meninjau', 'hasil', 'revitalisasi', 'sekolah', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sman', 'cilacap', 'jawa', 'rabu']","['presiden', 'prabowo', 'subianto', 'menargetkan', 'indonesia', 'mencapai', 'swasembada', 'energi', 'target', 'prabowo', 'meninjau', 'hasil', 'revitalisasi', 'sekolah', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sman', 'cilacap', 'jawa', 'rabu']","['presiden', 'prabowo', 'subianto', 'target', 'indonesia', 'capai', 'swasembada', 'energi', 'target', 'prabowo', 'tinjau', 'hasil', 'revitalisasi', 'sekolah', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sman', 'cilacap', 'jawa', 'rabu']"
443,444,penerima manfaat tembus di atas juta prabowo banyak negara belajar mbg ke kita cilacap presiden ri prabowo subianto menyebut program makan bergizi gratis mbg telah menjangkau lebih dari juta penerima manfaat dan menjadi perhatian dunia bahkan sejumlah negara mulai,RadioElshinta,"['penerima', 'manfaat', 'tembus', 'di', 'atas', 'juta', 'prabowo', 'banyak', 'negara', 'belajar', 'mbg', 'ke', 'kita', 'cilacap', 'presiden', 'ri', 'prabowo', 'subianto', 'menyebut', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'telah', 'menjangkau', 'lebih', 'dari', 'juta', 'penerima', 'manfaat', 'dan', 'menjadi', 'perhatian', 'dunia', 'bahkan', 'sejumlah', 'negara', 'mulai']",<FreqDist with 33 samples and 39 outcomes>,"['penerima', 'manfaat', 'tembus', 'juta', 'prabowo', 'negara', 'belajar', 'mbg', 'cilacap', 'presiden', 'ri', 'prabowo', 'subianto', 'menyebut', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'juta', 'penerima', 'manfaat', 'perhatian', 'dunia', 'negara']","['penerima', 'manfaat', 'tembus', 'juta', 'prabowo', 'negara', 'belajar', 'mbg', 'cilacap', 'presiden', 'ri', 'prabowo', 'subianto', 'menyebut', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'juta', 'penerima', 'manfaat', 'perhatian', 'dunia', 'negara']","['terima', 'manfaat', 'tembus', 'juta', 'prabowo', 'negara', 'ajar', 'mbg', 'cilacap', 'presiden', 'ri', 'prabowo', 'subianto', 'sebut', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'jangkau', 'juta', 'terima', 'manfaat', 'perhati', 'dunia', 'negara']"
444,445,program makan bergizi gratis untuk anak aceh,dzakira_af16440,"['program', 'makan', 'bergizi', 'gratis', 'untuk', 'anak', 'aceh']",<FreqDist with 7 samples and 7 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'anak', 'aceh']","['program', 'makan', 'bergizi', 'gratis', 'anak', 'aceh']","['program', 'makan', 'gizi', 'gratis', 'anak', 'aceh']"
445,446,program makan bergizi gratis untuk aneuk aceh jak ta dukung makan bergizi gratis demi masa depan aneuk aceh,dzakira_af16440,"['program', 'makan', 'bergizi', 'gratis', 'untuk', 'aneuk', 'aceh', 'jak', 'ta', 'dukung', 'makan', 'bergizi', 'gratis', 'demi', 'masa', 'depan', 'aneuk', 'aceh']",<FreqDist with 13 samples and 18 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'aneuk', 'aceh', 'jak', 'ta', 'dukung', 'makan', 'bergizi', 'gratis', 'aneuk', 'aceh']","['program', 'makan', 'bergizi', 'gratis', 'aneuk', 'aceh', 'jak', 'ta', 'dukung', 'makan', 'bergizi', 'gratis', 'aneuk', 'aceh']","['program', 'makan', 'gizi', 'gratis', 'aneuk', 'aceh', 'jak', 'ta', 'dukung', 'makan', 'gizi', 'gratis', 'aneuk', 'aceh']"
446,447,tingkatkan kualitas belajar anakanak aceh melalui program makan bergizi gratis mari kita dukung makan bergizi gratis demi masa depan anak aceh,dzakira_af16440,"['tingkatkan', 'kualitas', 'belajar', 'anakanak', 'aceh', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'mari', 'kita', 'dukung', 'makan', 'bergizi', 'gratis', 'demi', 'masa', 'depan', 'anak', 'aceh']",<FreqDist with 17 samples and 21 outcomes>,"['tingkatkan', 'kualitas', 'belajar', 'anakanak', 'aceh', 'program', 'makan', 'bergizi', 'gratis', 'mari', 'dukung', 'makan', 'bergizi', 'gratis', 'anak', 'aceh']","['tingkatkan', 'kualitas', 'belajar', 'anakanak', 'aceh', 'program', 'makan', 'bergizi', 'gratis', 'mari', 'dukung', 'makan', 'bergizi', 'gratis', 'anak', 'aceh']","['tingkat', 'kualitas', 'ajar', 'anakanak', 'aceh', 'program', 'makan', 'gizi', 'gratis', 'mari', 'dukung', 'makan', 'gizi', 'gratis', 'anak', 'aceh']"
447,448,mari kita dukung program makan bergizi gratis untuk anakanak aceh bergizigratis,dzakira_af16440,"['mari', 'kita', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'untuk', 'anakanak', 'aceh', 'bergizigratis']",<FreqDist with 11 samples and 11 outcomes>,"['mari', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'anakanak', 'aceh', 'bergizigratis']","['mari', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'anakanak', 'aceh', 'bergizigratis']","['mari', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'anakanak', 'aceh', 'bergizigratis']"
448,449,mari dukung makan bergizi gratis untuk anakanak aceh pemerintah tunjukkan komitmen untuk anakanak sekolah aceh makan bergizi gratis,dzakira_af16440,"['mari', 'dukung', 'makan', 'bergizi', 'gratis', 'untuk', 'anakanak', 'aceh', 'pemerintah', 'tunjukkan', 'komitmen', 'untuk', 'anakanak', 'sekolah', 'aceh', 'makan', 'bergizi', 'gratis']",<FreqDist with 12 samples and 18 outcomes>,"['mari', 'dukung', 'makan', 'bergizi', 'gratis', 'anakanak', 'aceh', 'pemerintah', 'tunjukkan', 'komitmen', 'anakanak', 'sekolah', 'aceh', 'makan', 'bergizi', 'gratis']","['mari', 'dukung', 'makan', 'bergizi', 'gratis', 'anakanak', 'aceh', 'pemerintah', 'tunjukkan', 'komitmen', 'anakanak', 'sekolah', 'aceh', 'makan', 'bergizi', 'gratis']","['mari', 'dukung', 'makan', 'gizi', 'gratis', 'anakanak', 'aceh', 'perintah', 'tunjuk', 'komitmen', 'anakanak', 'sekolah', 'aceh', 'makan', 'gizi', 'gratis']"
449,450,kampus jadi pusat gizi mahasiswa turun tangan kelola dapur mbg lur kepala badan gizi nasional dadan hindayana mengajak kampus di seluruh indonesia ikut mengelola dapur program makan bergizi gratis mbg bukan cuma masak tapi jadi tempat riset dan inovasi mahasiswa,BorobudurNews_,"['kampus', 'jadi', 'pusat', 'gizi', 'mahasiswa', 'turun', 'tangan', 'kelola', 'dapur', 'mbg', 'lur', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'mengajak', 'kampus', 'di', 'seluruh', 'indonesia', 'ikut', 'mengelola', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'bukan', 'cuma', 'masak', 'tapi', 'jadi', 'tempat', 'riset', 'dan', 'inovasi', 'mahasiswa']",<FreqDist with 34 samples and 40 outcomes>,"['kampus', 'pusat', 'gizi', 'mahasiswa', 'turun', 'tangan', 'kelola', 'dapur', 'mbg', 'lur', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'mengajak', 'kampus', 'indonesia', 'mengelola', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'masak', 'riset', 'inovasi', 'mahasiswa']","['kampus', 'pusat', 'gizi', 'mahasiswa', 'turun', 'tangan', 'kelola', 'dapur', 'mbg', 'lur', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'mengajak', 'kampus', 'indonesia', 'mengelola', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'masak', 'riset', 'inovasi', 'mahasiswa']","['kampus', 'pusat', 'gizi', 'mahasiswa', 'turun', 'tangan', 'kelola', 'dapur', 'mbg', 'lur', 'kepala', 'badan', 'gizi', 'nasional', 'dad', 'hindayana', 'ajak', 'kampus', 'indonesia', 'kelola', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'masak', 'riset', 'inovasi', 'mahasiswa']"
450,451,tai kucing gara lu banyak anggaran dipangkas banyak kampus yg kena dampak efisiensi demi menuhin that program makan beracun gratis dana riset dipangkas dan kalo lupa ada kampus yg membatasi kegiatan perkuliahan di kampus gara keterbatasan dana operasional krn efisiensi,uremyhopee,"['tai', 'kucing', 'gara', 'lu', 'banyak', 'anggaran', 'dipangkas', 'banyak', 'kampus', 'yg', 'kena', 'dampak', 'efisiensi', 'demi', 'menuhin', 'that', 'program', 'makan', 'beracun', 'gratis', 'dana', 'riset', 'dipangkas', 'dan', 'kalo', 'lupa', 'ada', 'kampus', 'yg', 'membatasi', 'kegiatan', 'perkuliahan', 'di', 'kampus', 'gara', 'keterbatasan', 'dana', 'operasional', 'krn', 'efisiensi']",<FreqDist with 32 samples and 40 outcomes>,"['tai', 'kucing', 'gara', 'lu', 'anggaran', 'dipangkas', 'kampus', 'kena', 'dampak', 'efisiensi', 'menuhin', 'that', 'program', 'makan', 'beracun', 'gratis', 'dana', 'riset', 'dipangkas', 'lupa', 'kampus', 'membatasi', 'kegiatan', 'perkuliahan', 'kampus', 'gara', 'keterbatasan', 'dana', 'operasional', 'efisiensi']","['tahi', 'kucing', 'gara', 'lu', 'anggaran', 'dipangkas', 'kampus', 'kena', 'dampak', 'efisiensi', 'menuhin', 'itu', 'program', 'makan', 'beracun', 'gratis', 'dana', 'riset', 'dipangkas', 'lupa', 'kampus', 'membatasi', 'kegiatan', 'perkuliahan', 'kampus', 'gara', 'keterbatasan', 'dana', 'operasional', 'efisiensi']","['tahi', 'kucing', 'gara', 'lu', 'anggar', 'pangkas', 'kampus', 'kena', 'dampak', 'efisiensi', 'menuhin', 'itu', 'program', 'makan', 'racun', 'gratis', 'dana', 'riset', 'pangkas', 'lupa', 'kampus', 'batas', 'giat', 'kuliah', 'kampus', 'gara', 'batas', 'dana', 'operasional', 'efisiensi']"
451,452,heran ya ga paham manfaat tapi bahasbahas manfaat pada ngerti gak si program makan bergizi gratis mbg membawa dampak positif bagi para petani peningkatan permintaan pasar membuat harga komoditas seperti brokoli dan bawang merah ikut naik sehingga pendapatan petani membaik,ZukiSunni,"['heran', 'ya', 'ga', 'paham', 'manfaat', 'tapi', 'bahasbahas', 'manfaat', 'pada', 'ngerti', 'gak', 'si', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'membawa', 'dampak', 'positif', 'bagi', 'para', 'petani', 'peningkatan', 'permintaan', 'pasar', 'membuat', 'harga', 'komoditas', 'seperti', 'brokoli', 'dan', 'bawang', 'merah', 'ikut', 'naik', 'sehingga', 'pendapatan', 'petani', 'membaik']",<FreqDist with 38 samples and 40 outcomes>,"['heran', 'paham', 'manfaat', 'bahasbahas', 'manfaat', 'ngerti', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'membawa', 'dampak', 'positif', 'petani', 'peningkatan', 'permintaan', 'pasar', 'harga', 'komoditas', 'brokoli', 'bawang', 'merah', 'pendapatan', 'petani', 'membaik']","['heran', 'paham', 'manfaat', 'bahasbahas', 'manfaat', 'ngerti', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'membawa', 'dampak', 'positif', 'petani', 'peningkatan', 'permintaan', 'pasar', 'harga', 'komoditas', 'brokoli', 'bawang', 'merah', 'pendapatan', 'petani', 'membaik']","['heran', 'paham', 'manfaat', 'bahasbahas', 'manfaat', 'ngerti', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'bawa', 'dampak', 'positif', 'tani', 'tingkat', 'minta', 'pasar', 'harga', 'komoditas', 'brokoli', 'bawang', 'merah', 'dapat', 'tani', 'baik']"
452,453,melalui makan bergizi gratis kita bersama membangun ketahanan fisik serta mental generasi penerus bangsa yang tangguh,Elizabe91164520,"['melalui', 'makan', 'bergizi', 'gratis', 'kita', 'bersama', 'membangun', 'ketahanan', 'fisik', 'serta', 'mental', 'generasi', 'penerus', 'bangsa', 'yang', 'tangguh']",<FreqDist with 16 samples and 16 outcomes>,"['makan', 'bergizi', 'gratis', 'membangun', 'ketahanan', 'fisik', 'mental', 'generasi', 'penerus', 'bangsa', 'tangguh']","['makan', 'bergizi', 'gratis', 'membangun', 'ketahanan', 'fisik', 'mental', 'generasi', 'penerus', 'bangsa', 'tangguh']","['makan', 'gizi', 'gratis', 'bangun', 'tahan', 'fisik', 'mental', 'generasi', 'terus', 'bangsa', 'tangguh']"
453,454,mari kita kawal kesuksesan program makan bergizi gratis demi mewujudkan citacita besar indonesia maju,Elizabe91164520,"['mari', 'kita', 'kawal', 'kesuksesan', 'program', 'makan', 'bergizi', 'gratis', 'demi', 'mewujudkan', 'citacita', 'besar', 'indonesia', 'maju']",<FreqDist with 14 samples and 14 outcomes>,"['mari', 'kawal', 'kesuksesan', 'program', 'makan', 'bergizi', 'gratis', 'mewujudkan', 'citacita', 'indonesia', 'maju']","['mari', 'kawal', 'kesuksesan', 'program', 'makan', 'bergizi', 'gratis', 'mewujudkan', 'citacita', 'indonesia', 'maju']","['mari', 'kawal', 'sukses', 'program', 'makan', 'gizi', 'gratis', 'wujud', 'citacita', 'indonesia', 'maju']"
454,455,omong kosong mana janji lu dulu katanya ngadain program makan gratis buat anak sekolah yg ada malah mbg skrg mana program yg lu janjiin itu,pshtxbonek,"['omong', 'kosong', 'mana', 'janji', 'lu', 'dulu', 'katanya', 'ngadain', 'program', 'makan', 'gratis', 'buat', 'anak', 'sekolah', 'yg', 'ada', 'malah', 'mbg', 'skrg', 'mana', 'program', 'yg', 'lu', 'janjiin', 'itu']",<FreqDist with 21 samples and 25 outcomes>,"['omong', 'kosong', 'janji', 'lu', 'ngadain', 'program', 'makan', 'gratis', 'anak', 'sekolah', 'mbg', 'skrg', 'program', 'lu', 'janjiin']","['omong', 'kosong', 'janji', 'lu', 'ngadain', 'program', 'makan', 'gratis', 'anak', 'sekolah', 'mbg', 'sekarang', 'program', 'lu', 'janjiin']","['omong', 'kosong', 'janji', 'lu', 'ngadain', 'program', 'makan', 'gratis', 'anak', 'sekolah', 'mbg', 'sekarang', 'program', 'lu', 'janjiin']"
455,456,ijm bukan mbg tetapi makan bergizi dengan biaya rakyat menyorot problem makan bergizi gratis mbg direktur indonesia justice monitor ijm agung wisnuwardana mengatakan bukan mbg tetapi makan bergizi dengan biaya rakyat,TintaMedia01,"['ijm', 'bukan', 'mbg', 'tetapi', 'makan', 'bergizi', 'dengan', 'biaya', 'rakyat', 'menyorot', 'problem', 'makan', 'bergizi', 'gratis', 'mbg', 'direktur', 'indonesia', 'justice', 'monitor', 'ijm', 'agung', 'wisnuwardana', 'mengatakan', 'bukan', 'mbg', 'tetapi', 'makan', 'bergizi', 'dengan', 'biaya', 'rakyat']",<FreqDist with 19 samples and 31 outcomes>,"['ijm', 'mbg', 'makan', 'bergizi', 'biaya', 'rakyat', 'menyorot', 'problem', 'makan', 'bergizi', 'gratis', 'mbg', 'direktur', 'indonesia', 'justice', 'monitor', 'ijm', 'agung', 'wisnuwardana', 'mbg', 'makan', 'bergizi', 'biaya', 'rakyat']","['ijm', 'mbg', 'makan', 'bergizi', 'biaya', 'rakyat', 'menyorot', 'masalah', 'makan', 'bergizi', 'gratis', 'mbg', 'direktur', 'indonesia', 'adil', 'monitor', 'ijm', 'agung', 'wisnuwardana', 'mbg', 'makan', 'bergizi', 'biaya', 'rakyat']","['ijm', 'mbg', 'makan', 'gizi', 'biaya', 'rakyat', 'sorot', 'masalah', 'makan', 'gizi', 'gratis', 'mbg', 'direktur', 'indonesia', 'adil', 'monitor', 'ijm', 'agung', 'wisnuwardana', 'mbg', 'makan', 'gizi', 'biaya', 'rakyat']"
456,457,program makan bergizi gratis merupakan wujud nyata kepedulian pemerintah terhadap masa depan anak bangsa,SarahSaragih23,"['program', 'makan', 'bergizi', 'gratis', 'merupakan', 'wujud', 'nyata', 'kepedulian', 'pemerintah', 'terhadap', 'masa', 'depan', 'anak', 'bangsa']",<FreqDist with 14 samples and 14 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'wujud', 'nyata', 'kepedulian', 'pemerintah', 'anak', 'bangsa']","['program', 'makan', 'bergizi', 'gratis', 'wujud', 'nyata', 'kepedulian', 'pemerintah', 'anak', 'bangsa']","['program', 'makan', 'gizi', 'gratis', 'wujud', 'nyata', 'peduli', 'perintah', 'anak', 'bangsa']"
